Dis1	Dis2	Dis1_icd9	Dis2_icd9	Dis1_discat	Dis2_discat	Dis1_catcolor	Dis2_catcolor	Corr_Dis1	Corr_Dis2	Distance	pvalue	adj_pvalue	in_epidem	in_epidem_dd_dm	is_metric	is_ultrametric	id	icd_pairs	in_phi	in_epidem_total
Facioscapulohumeral muscular dystrophy 5	Parkinson's disease 5	359	332	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Facioscapulohumeral muscular dystrophy	Parkinson's disease	0.179759457102582	4.0858755854981e-33	1.78158638804126e-32	TRUE	FALSE	FALSE	FALSE	6267	332 _ 359	TRUE	TRUE
Hyperplastic polyps 4	Parkinson's disease 9	211	332	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Hyperplastic polyps	Parkinson's disease	0.221099758325688	1.16761460238603e-92	1.12982534738343e-91	FALSE	FALSE	FALSE	FALSE	6268	211 _ 332	FALSE	FALSE
Papillary thyroid cancer 	Parkinson's disease 7	193	332	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Papillary thyroid cancer	Parkinson's disease	0.268555356692153	2.12043965374353e-79	1.75181593928993e-78	FALSE	FALSE	FALSE	FALSE	6269	193 _ 332	FALSE	TRUE
Breast cancer 1	Parkinson's disease 5	174	332	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Breast cancer	Parkinson's disease	0.0446032791423373	2.17884300346248e-06	4.19949743649676e-06	FALSE	FALSE	TRUE	FALSE	6270	174 _ 332	FALSE	FALSE
Facioscapulohumeral muscular dystrophy 4	Parkinson's disease 7	359	332	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Facioscapulohumeral muscular dystrophy	Parkinson's disease	0.136759257724178	1.04404309779159e-16	3.06421798394014e-16	TRUE	FALSE	FALSE	FALSE	6271	332 _ 359	TRUE	TRUE
Bipolar disorder 	Parkinson's disease 6	296	332	mental disorders	diseases of the nervous system and sense organs	#805462	#985396	Bipolar disorder	Parkinson's disease	0.321135174577428	3.35144200830511e-151	5.46795531898044e-150	TRUE	TRUE	FALSE	FALSE	6272	296 _ 332	TRUE	TRUE
Asthma 5	Parkinson's disease 5	493	332	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Asthma	Parkinson's disease	0.413329490541647	3.38252005410616e-261	9.15733670911641e-260	FALSE	FALSE	TRUE	TRUE	6273	332 _ 493	FALSE	TRUE
Coeliac disease 1	Parkinson's disease 3	579	332	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Coeliac disease	Parkinson's disease	0.16448579615688	9.32835638195284e-29	3.7489949074354e-28	FALSE	FALSE	FALSE	FALSE	6274	332 _ 579	TRUE	TRUE
Chronic obstructive pulmonary disease 1	Parkinson's disease 6	496	332	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Chronic obstructive pulmonary disease	Parkinson's disease	-0.10355500686334	3.12934545373195e-26	1.18863019731946e-25	FALSE	FALSE	TRUE	FALSE	6275	332 _ 496	FALSE	FALSE
Breast cancer 1	Parkinson's disease 10	174	332	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Breast cancer	Parkinson's disease	0.0195449203000556	0.0351392420648325	0.0481366974816066	FALSE	FALSE	FALSE	FALSE	6276	174 _ 332	FALSE	FALSE
Myotonic dystrophy 1	Parkinson's disease 7	359	332	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Myotonic dystrophy	Parkinson's disease	0.412116196551636	1.03792192447968e-149	1.67563856693849e-148	TRUE	FALSE	FALSE	FALSE	6277	332 _ 359	TRUE	TRUE
Multiple sclerosis 	Parkinson's disease 8	340	332	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Multiple sclerosis	Parkinson's disease	0.278738461137104	3.57898583217008e-98	3.69229040876642e-97	FALSE	FALSE	FALSE	FALSE	6278	332 _ 340	FALSE	FALSE
Hyperplastic polyps 	Parkinson's disease 8	211	332	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Hyperplastic polyps	Parkinson's disease	0.229251828929078	5.11160212937422e-96	5.1525953379404e-95	FALSE	FALSE	FALSE	FALSE	6279	211 _ 332	FALSE	FALSE
Smoker 1	Parkinson's disease 3	305	332	mental disorders	diseases of the nervous system and sense organs	#805462	#985396	Smoker	Parkinson's disease	0.209631319475187	9.13755558081702e-60	5.87455165159207e-59	FALSE	FALSE	FALSE	FALSE	6280	305 _ 332	FALSE	FALSE
Lymphocytic colitis 2	Parkinson's disease 5	558	332	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Lymphocytic colitis	Parkinson's disease	-0.0520525211284004	0.00056507889007389	0.000924265272597288	FALSE	FALSE	TRUE	FALSE	6281	332 _ 558	FALSE	FALSE
Chronic lymphocytic leukemia 	Parkinson's disease 2	204	332	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Chronic lymphocytic leukemia	Parkinson's disease	0.0695286636263791	2.97993477206119e-07	6.00766555192303e-07	FALSE	FALSE	FALSE	FALSE	6282	204 _ 332	TRUE	TRUE
Coeliac disease 	Parkinson's disease 8	579	332	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Coeliac disease	Parkinson's disease	0.142292267077005	3.99558621926847e-25	1.48514275947342e-24	FALSE	FALSE	FALSE	FALSE	6283	332 _ 579	TRUE	TRUE
Ischemia 	Parkinson's disease 3	414	332	diseases of the circulatory system	diseases of the nervous system and sense organs	#DD3232	#985396	Ischemia	Parkinson's disease	0.154459311765249	3.1538879951054e-25	1.17512378474617e-24	TRUE	TRUE	FALSE	FALSE	6284	332 _ 414	TRUE	TRUE
Cardiomyopathy 	Parkinson's disease 2	425	332	diseases of the circulatory system	diseases of the nervous system and sense organs	#DD3232	#985396	Cardiomyopathy	Parkinson's disease	-0.21795559591118	3.3499237734687e-53	1.98100629100276e-52	FALSE	FALSE	TRUE	FALSE	6285	332 _ 425	FALSE	FALSE
Adenomatous polyps 2	Parkinson's disease 4	211	332	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Adenomatous polyps	Parkinson's disease	0.180417909287446	7.36660561911082e-57	4.56677644772054e-56	FALSE	FALSE	FALSE	FALSE	6286	211 _ 332	FALSE	FALSE
Facioscapulohumeral muscular dystrophy 	Parkinson's disease 8	359	332	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Facioscapulohumeral muscular dystrophy	Parkinson's disease	0.0881615277208342	1.60346385080763e-10	3.77296422430723e-10	TRUE	TRUE	FALSE	FALSE	6287	332 _ 359	TRUE	TRUE
Borrelia burgdorferi infection 	Parkinson's disease 6	88	332	infectious and parasitic diseases	diseases of the nervous system and sense organs	#A1CE5E	#985396	Borrelia burgdorferi infection	Parkinson's disease	-0.163140030899326	1.02265590463044e-54	6.1902090581021e-54	FALSE	FALSE	TRUE	FALSE	6288	88 _ 332	FALSE	FALSE
Huntington's disease 	Parkinson's disease 2	333	332	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Huntington's disease	Parkinson's disease	0.582020753297355	0	0	TRUE	TRUE	FALSE	FALSE	6289	332 _ 333	TRUE	TRUE
Asthma 3	Parkinson's disease 10	493	332	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Asthma	Parkinson's disease	0.20364029120854	9.86261108031935e-72	7.44865991952015e-71	FALSE	FALSE	FALSE	FALSE	6290	332 _ 493	FALSE	TRUE
Bipolar disorder 	Parkinson's disease 5	296	332	mental disorders	diseases of the nervous system and sense organs	#805462	#985396	Bipolar disorder	Parkinson's disease	0.263468832996877	1.98023589898293e-70	1.4729798190623e-69	TRUE	TRUE	FALSE	FALSE	6291	296 _ 332	TRUE	TRUE
Ulcer 2	Parkinson's disease 6	569	332	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Ulcer	Parkinson's disease	0.126145848864099	6.320266012454e-41	3.15449905759353e-40	TRUE	FALSE	FALSE	FALSE	6292	332 _ 569	TRUE	TRUE
Borrelia burgdorferi infection 2	Parkinson's disease 9	88	332	infectious and parasitic diseases	diseases of the nervous system and sense organs	#A1CE5E	#985396	Borrelia burgdorferi infection	Parkinson's disease	-0.127511867480499	4.54301811336164e-33	1.978815315431e-32	FALSE	FALSE	TRUE	FALSE	6293	88 _ 332	FALSE	FALSE
Hyperplastic polyps 2	Parkinson's disease 1	211	332	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Hyperplastic polyps	Parkinson's disease	0.240377422039194	9.89159784036187e-111	1.15821960263857e-109	FALSE	FALSE	FALSE	FALSE	6294	211 _ 332	FALSE	FALSE
Colorectal cancer 2	Parkinson's disease 7	153	332	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Colorectal cancer	Parkinson's disease	0.0602966507173594	7.08654765235683e-05	0.000123976841331816	FALSE	FALSE	FALSE	FALSE	6295	153 _ 332	FALSE	FALSE
Friedreich's ataxia 	Parkinson's disease 5	334	332	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Friedreich's ataxia	Parkinson's disease	-0.0775067569256291	9.66817167622072e-10	2.20460086463693e-09	FALSE	FALSE	TRUE	FALSE	6296	332 _ 334	FALSE	FALSE
Familial pulmonary arterial hypertension 	Parkinson's disease 2	416	332	diseases of the circulatory system	diseases of the nervous system and sense organs	#DD3232	#985396	Familial pulmonary arterial hypertension	Parkinson's disease	0.0378081521148761	0.00916083479279144	0.0134738105047887	FALSE	FALSE	FALSE	FALSE	6297	332 _ 416	FALSE	FALSE
Colorectal cancer 	Parkinson's disease 4	153	332	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Colorectal cancer	Parkinson's disease	0.0481100116847588	0.000304849759473704	0.000509102404717609	FALSE	FALSE	FALSE	FALSE	6298	153 _ 332	FALSE	FALSE
Hyperplastic polyps 	Parkinson's disease 9	211	332	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Hyperplastic polyps	Parkinson's disease	0.217249673358358	1.4841578577011e-80	1.24535807160505e-79	FALSE	FALSE	FALSE	FALSE	6299	211 _ 332	FALSE	FALSE
Hyperplastic polyps 2	Parkinson's disease 6	211	332	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Hyperplastic polyps	Parkinson's disease	0.244214156718858	2.41728905687356e-131	3.37598260800097e-130	FALSE	FALSE	FALSE	FALSE	6300	211 _ 332	FALSE	FALSE
Sessile serrated polyps 	Parkinson's disease 4	211	332	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Sessile serrated polyps	Parkinson's disease	0.228201293023823	1.67544680851908e-82	1.4442374938655e-81	FALSE	FALSE	FALSE	FALSE	6301	211 _ 332	FALSE	FALSE
Hyperplastic polyps 3	Parkinson's disease 8	211	332	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Hyperplastic polyps	Parkinson's disease	0.244650612143992	3.76670857431425e-112	4.48726462460377e-111	FALSE	FALSE	FALSE	FALSE	6302	211 _ 332	FALSE	FALSE
Amyotrophic lateral sclerosis 1	Parkinson's disease 4	335	332	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Amyotrophic lateral sclerosis	Parkinson's disease	0.047282198638654	0.000569142359829536	0.00093029400058124	TRUE	FALSE	FALSE	FALSE	6303	332 _ 335	TRUE	TRUE
Borrelia burgdorferi infection 1	Parkinson's disease 5	88	332	infectious and parasitic diseases	diseases of the nervous system and sense organs	#A1CE5E	#985396	Borrelia burgdorferi infection	Parkinson's disease	-0.177232028799509	3.49359021096277e-61	2.30128578709302e-60	FALSE	FALSE	TRUE	FALSE	6304	88 _ 332	FALSE	FALSE
Bipolar disorder 2	Parkinson's disease 10	296	332	mental disorders	diseases of the nervous system and sense organs	#805462	#985396	Bipolar disorder	Parkinson's disease	0.444249241860142	1.18079246932391e-260	3.18969334147629e-259	TRUE	FALSE	FALSE	FALSE	6305	296 _ 332	TRUE	TRUE
Schizophrenia 	Parkinson's disease 5	295	332	mental disorders	diseases of the nervous system and sense organs	#805462	#985396	Schizophrenia	Parkinson's disease	0.350642206789741	2.04105236231427e-133	2.88322052740679e-132	TRUE	TRUE	FALSE	FALSE	6306	295 _ 332	TRUE	TRUE
Rheumatoid arthritis 	Parkinson's disease 10	714	332	diseases of the musculoskeletal system and connective tissue	diseases of the nervous system and sense organs	#969A52	#985396	Rheumatoid arthritis	Parkinson's disease	-0.31941233417417	1.2235985645067e-128	1.67283985766853e-127	FALSE	FALSE	TRUE	FALSE	6307	332 _ 714	FALSE	FALSE
Huntington's disease 2	Parkinson's disease 1	333	332	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Huntington's disease	Parkinson's disease	0.333985137322181	3.0811411694689e-176	5.98635598194289e-175	TRUE	FALSE	FALSE	FALSE	6308	332 _ 333	TRUE	TRUE
Autism 1	Parkinson's disease 9	299	332	mental disorders	diseases of the nervous system and sense organs	#805462	#985396	Autism	Parkinson's disease	0.130801652991114	1.46620954790385e-18	4.58395157641615e-18	TRUE	FALSE	FALSE	FALSE	6309	299 _ 332	TRUE	TRUE
Hyperplastic polyps 4	Parkinson's disease 2	211	332	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Hyperplastic polyps	Parkinson's disease	0.228699206250833	3.95509824000923e-101	4.25121292499421e-100	FALSE	FALSE	FALSE	FALSE	6310	211 _ 332	FALSE	FALSE
Bipolar disorder 2	Parkinson's disease 1	296	332	mental disorders	diseases of the nervous system and sense organs	#805462	#985396	Bipolar disorder	Parkinson's disease	0.428253547598215	8.30925805627699e-192	1.75563363185626e-190	TRUE	FALSE	FALSE	FALSE	6311	296 _ 332	TRUE	TRUE
Myotonic dystrophy 2	Parkinson's disease 3	359	332	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Myotonic dystrophy	Parkinson's disease	0.33985841265408	5.05812857790565e-121	6.54475082170607e-120	TRUE	FALSE	FALSE	FALSE	6312	332 _ 359	TRUE	TRUE
Schizophrenia 	Parkinson's disease 1	295	332	mental disorders	diseases of the nervous system and sense organs	#805462	#985396	Schizophrenia	Parkinson's disease	0.381635366769029	4.48661542882347e-157	7.64400122437724e-156	TRUE	TRUE	TRUE	FALSE	6313	295 _ 332	TRUE	TRUE
Parkinson's disease 9	Parkinson's disease 10	332	332	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Parkinson's disease	Parkinson's disease	0.997641322485533	0	0	FALSE	FALSE	TRUE	TRUE	6314	332 _ 332	FALSE	FALSE
Facioscapulohumeral muscular dystrophy 3	Parkinson's disease 6	359	332	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Facioscapulohumeral muscular dystrophy	Parkinson's disease	0.0348146262626914	0.00569731463848929	0.00854285109152904	TRUE	FALSE	FALSE	FALSE	6315	332 _ 359	TRUE	TRUE
Asthma 3	Parkinson's disease 8	493	332	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Asthma	Parkinson's disease	0.202698714358163	8.36894429815854e-70	6.16558946559312e-69	FALSE	FALSE	FALSE	FALSE	6316	332 _ 493	FALSE	TRUE
Asthma 2	Parkinson's disease 7	493	332	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Asthma	Parkinson's disease	0.132985715072411	5.780210151963e-18	1.77868170501824e-17	FALSE	FALSE	FALSE	FALSE	6317	332 _ 493	FALSE	TRUE
Parkinson's disease 2	Parkinson's disease 3	332	332	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Parkinson's disease	Parkinson's disease	0.996008502084291	0	0	FALSE	FALSE	FALSE	FALSE	6318	332 _ 332	FALSE	FALSE
Adenomatous polyps 1	Parkinson's disease 10	211	332	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Adenomatous polyps	Parkinson's disease	0.0897520176968617	1.05429515859002e-12	2.70052147296983e-12	FALSE	FALSE	FALSE	FALSE	6319	211 _ 332	FALSE	FALSE
Chronic obstructive pulmonary disease 	Parkinson's disease 8	496	332	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Chronic obstructive pulmonary disease	Parkinson's disease	-0.184339877428054	8.32756854997502e-80	6.9216592036837e-79	FALSE	FALSE	TRUE	FALSE	6320	332 _ 496	FALSE	FALSE
Cardiomyopathy 	Parkinson's disease 10	425	332	diseases of the circulatory system	diseases of the nervous system and sense organs	#DD3232	#985396	Cardiomyopathy	Parkinson's disease	-0.241341844491236	8.38985137000134e-74	6.52026430130451e-73	FALSE	FALSE	TRUE	FALSE	6321	332 _ 425	FALSE	FALSE
Idiopathic pulmonary fibrosis 2	Parkinson's disease 6	516	332	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Idiopathic pulmonary fibrosis	Parkinson's disease	-0.0374487326812292	0.000107662408350552	0.000186183566764299	FALSE	FALSE	TRUE	FALSE	6322	332 _ 516	FALSE	FALSE
Borrelia burgdorferi infection 2	Parkinson's disease 4	88	332	infectious and parasitic diseases	diseases of the nervous system and sense organs	#A1CE5E	#985396	Borrelia burgdorferi infection	Parkinson's disease	-0.149196354917841	1.43157714377313e-46	7.7992778668719e-46	FALSE	FALSE	TRUE	FALSE	6323	88 _ 332	FALSE	FALSE
Parkinson's disease 2	Parkinson's disease 7	332	332	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Parkinson's disease	Parkinson's disease	0.996345361446083	0	0	FALSE	FALSE	FALSE	FALSE	6324	332 _ 332	FALSE	FALSE
Adenomatous polyps 	Parkinson's disease 10	211	332	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Adenomatous polyps	Parkinson's disease	0.157261650111562	8.10840563800043e-34	3.58118826277839e-33	FALSE	FALSE	FALSE	FALSE	6325	211 _ 332	FALSE	FALSE
Chronic obstructive pulmonary disease 1	Parkinson's disease 5	496	332	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Chronic obstructive pulmonary disease	Parkinson's disease	-0.139116021592158	5.80274735792651e-42	2.95242635088553e-41	FALSE	FALSE	TRUE	FALSE	6326	332 _ 496	FALSE	FALSE
Papillary thyroid cancer 1	Parkinson's disease 5	193	332	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Papillary thyroid cancer	Parkinson's disease	0.261803776347079	1.58288543329585e-96	1.60609413240018e-95	FALSE	FALSE	FALSE	FALSE	6327	193 _ 332	FALSE	TRUE
Asthma 2	Parkinson's disease 5	493	332	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Asthma	Parkinson's disease	0.165755677708858	1.68961376329169e-31	7.15211764131515e-31	FALSE	FALSE	FALSE	FALSE	6328	332 _ 493	FALSE	TRUE
Hyperplastic polyps 2	Parkinson's disease 4	211	332	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Hyperplastic polyps	Parkinson's disease	0.265047371506714	1.04163257408029e-142	1.60586108229299e-141	FALSE	FALSE	FALSE	FALSE	6329	211 _ 332	FALSE	FALSE
Hyperplastic polyps 3	Parkinson's disease 1	211	332	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Hyperplastic polyps	Parkinson's disease	0.250171925684689	3.89919639203045e-108	4.4472501071325e-107	FALSE	FALSE	FALSE	FALSE	6330	211 _ 332	FALSE	FALSE
Myotonic dystrophy 1	Parkinson's disease 8	359	332	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Myotonic dystrophy	Parkinson's disease	0.356082964463142	1.43069307060069e-156	2.42744865615142e-155	TRUE	FALSE	FALSE	FALSE	6331	332 _ 359	TRUE	TRUE
Smoker 2	Parkinson's disease 5	305	332	mental disorders	diseases of the nervous system and sense organs	#805462	#985396	Smoker	Parkinson's disease	0.318453143216475	8.67353114160301e-118	1.09580058053606e-116	FALSE	FALSE	TRUE	FALSE	6332	305 _ 332	FALSE	FALSE
