Dis1	Dis2	Dis1_icd9	Dis2_icd9	Dis1_discat	Dis2_discat	Dis1_catcolor	Dis2_catcolor	Corr_Dis1	Corr_Dis2	Distance	pvalue	adj_pvalue	in_epidem	in_epidem_dd_dm	is_metric	is_ultrametric	id	icd_pairs	in_phi	in_epidem_total
Hyperplastic polyps 4	Myotonic dystrophy 1	211	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Hyperplastic polyps	Myotonic dystrophy	0.413174705682894	6.39855743823976e-224	1.55152422291806e-222	TRUE	FALSE	FALSE	FALSE	6177	211 _ 359	TRUE	TRUE
Friedreich's ataxia 	Myotonic dystrophy 1	334	359	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Friedreich's ataxia	Myotonic dystrophy	-0.213997674192583	4.2195519233911e-29	1.70975133527407e-28	FALSE	FALSE	TRUE	FALSE	6178	334 _ 359	FALSE	FALSE
Lung cancer 	Myotonic dystrophy 1	162	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Lung cancer	Myotonic dystrophy	0.100003650161886	7.42003440703456e-18	2.27193596385413e-17	TRUE	TRUE	FALSE	FALSE	6179	162 _ 359	TRUE	TRUE
Asthma 3	Myotonic dystrophy 2	493	359	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Asthma	Myotonic dystrophy	0.159799669917113	3.37666472801774e-20	1.10123791685789e-19	TRUE	FALSE	FALSE	FALSE	6180	359 _ 493	TRUE	TRUE
Crohn's disease 	Myotonic dystrophy 	555	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Crohn's disease	Myotonic dystrophy	-0.15434373383469	5.36359447441455e-47	2.93769483040633e-46	FALSE	FALSE	TRUE	FALSE	6181	359 _ 555	FALSE	FALSE
Breast cancer 	Myotonic dystrophy 2	174	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Breast cancer	Myotonic dystrophy	0.172181590478015	1.62561993825979e-57	1.01698254949132e-56	FALSE	FALSE	TRUE	FALSE	6182	174 _ 359	FALSE	FALSE
Kaposi's sarcoma 1	Myotonic dystrophy 1	176	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Kaposi's sarcoma	Myotonic dystrophy	-0.122416651723699	8.39828952321151e-09	1.83519833860066e-08	FALSE	FALSE	TRUE	FALSE	6183	176 _ 359	FALSE	FALSE
Parkinson's disease 	Myotonic dystrophy 1	332	359	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Parkinson's disease	Myotonic dystrophy	0.385914570104359	8.1299875128955e-160	1.4265696037585e-158	TRUE	TRUE	FALSE	FALSE	6184	332 _ 359	TRUE	TRUE
Asthma 	Myotonic dystrophy 	493	359	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Asthma	Myotonic dystrophy	0.173448099160363	8.34143730493251e-10	1.90701233708535e-09	TRUE	TRUE	FALSE	FALSE	6185	359 _ 493	TRUE	TRUE
Borrelia burgdorferi infection 2	Myotonic dystrophy 2	88	359	infectious and parasitic diseases	diseases of the nervous system and sense organs	#A1CE5E	#985396	Borrelia burgdorferi infection	Myotonic dystrophy	-0.209539276806162	2.45665682915619e-62	1.63661973074884e-61	FALSE	FALSE	TRUE	FALSE	6186	88 _ 359	FALSE	FALSE
Amyotrophic lateral sclerosis 2	Myotonic dystrophy 1	335	359	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Amyotrophic lateral sclerosis	Myotonic dystrophy	-0.503973093860071	3.46217119818368e-05	6.17446428539549e-05	FALSE	FALSE	TRUE	TRUE	6187	335 _ 359	FALSE	FALSE
Ulcer 	Myotonic dystrophy 2	569	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Ulcer	Myotonic dystrophy	0.0877452779103774	1.15649932299774e-09	2.62594629690067e-09	TRUE	TRUE	FALSE	FALSE	6188	359 _ 569	TRUE	TRUE
Ulcerative colitis 1	Myotonic dystrophy 1	556	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Ulcerative colitis	Myotonic dystrophy	-0.208950283269058	2.29248867956397e-66	1.62760089653424e-65	FALSE	FALSE	TRUE	FALSE	6189	359 _ 556	FALSE	FALSE
Crohn's disease 1	Myotonic dystrophy 1	555	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Crohn's disease	Myotonic dystrophy	-0.309914139911959	1.38062209114669e-221	3.32158260131736e-220	FALSE	FALSE	TRUE	FALSE	6190	359 _ 555	FALSE	FALSE
Asthma 5	Myotonic dystrophy 1	493	359	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Asthma	Myotonic dystrophy	0.356545274771751	1.60536343263815e-87	1.46589079045491e-86	TRUE	FALSE	TRUE	FALSE	6191	359 _ 493	TRUE	TRUE
Hyperplastic polyps 2	Myotonic dystrophy 1	211	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Hyperplastic polyps	Myotonic dystrophy	0.47081391598981	0	0	TRUE	FALSE	TRUE	FALSE	6192	211 _ 359	TRUE	TRUE
Asthma 1	Myotonic dystrophy 1	493	359	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Asthma	Myotonic dystrophy	0.227363443870676	9.44214735223637e-20	3.0503113318869e-19	TRUE	FALSE	FALSE	FALSE	6193	359 _ 493	TRUE	TRUE
Coeliac disease 2	Myotonic dystrophy 2	579	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Coeliac disease	Myotonic dystrophy	0.243774585188189	6.59721759945425e-12	1.64104455553468e-11	TRUE	FALSE	FALSE	FALSE	6194	359 _ 579	TRUE	TRUE
Colorectal cancer 5	Myotonic dystrophy 1	153	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Colorectal cancer	Myotonic dystrophy	0.130067452462833	8.47210813085589e-05	0.000147483646065408	FALSE	FALSE	FALSE	FALSE	6195	153 _ 359	FALSE	TRUE
Hyperplastic polyps 	Myotonic dystrophy 	211	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Hyperplastic polyps	Myotonic dystrophy	0.403242761639288	2.28276923575026e-167	4.21576483447852e-166	TRUE	TRUE	FALSE	FALSE	6196	211 _ 359	TRUE	TRUE
Borrelia burgdorferi infection 1	Myotonic dystrophy 1	88	359	infectious and parasitic diseases	diseases of the nervous system and sense organs	#A1CE5E	#985396	Borrelia burgdorferi infection	Myotonic dystrophy	-0.225666225598892	1.89068895735302e-69	1.3887600820915e-68	FALSE	FALSE	TRUE	TRUE	6197	88 _ 359	FALSE	FALSE
Colorectal cancer 3	Myotonic dystrophy 2	153	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Colorectal cancer	Myotonic dystrophy	0.0951201359286763	0.00464689958795586	0.0070328675665856	FALSE	FALSE	FALSE	FALSE	6198	153 _ 359	FALSE	TRUE
Lung cancer 	Myotonic dystrophy 2	162	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Lung cancer	Myotonic dystrophy	0.0727296250613439	4.01331446225381e-10	9.29422965708638e-10	TRUE	TRUE	FALSE	FALSE	6199	162 _ 359	TRUE	TRUE
Colorectal cancer 1	Myotonic dystrophy 2	153	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Colorectal cancer	Myotonic dystrophy	0.104270161679996	0.00116582961598818	0.00185394903301606	FALSE	FALSE	FALSE	FALSE	6200	153 _ 359	FALSE	TRUE
Ulcerative colitis 1	Myotonic dystrophy 2	556	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Ulcerative colitis	Myotonic dystrophy	-0.155794690714071	2.47780711419655e-37	1.16317180002565e-36	FALSE	FALSE	TRUE	FALSE	6201	359 _ 556	FALSE	FALSE
Crohn's disease 	Myotonic dystrophy 1	555	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Crohn's disease	Myotonic dystrophy	-0.193639607654157	1.96518258499193e-73	1.51673678458212e-72	FALSE	FALSE	TRUE	FALSE	6202	359 _ 555	FALSE	FALSE
Ulcerative colitis 	Myotonic dystrophy 1	556	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Ulcerative colitis	Myotonic dystrophy	-0.210826328753518	4.82039134119755e-72	3.6607632885864e-71	FALSE	FALSE	TRUE	FALSE	6203	359 _ 556	FALSE	FALSE
Chronic obstructive pulmonary disease 2	Myotonic dystrophy 1	496	359	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Chronic obstructive pulmonary disease	Myotonic dystrophy	-0.492904514405706	0	0	FALSE	FALSE	TRUE	FALSE	6204	359 _ 496	FALSE	FALSE
Hyperplastic polyps 	Myotonic dystrophy 1	211	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Hyperplastic polyps	Myotonic dystrophy	0.430854259115309	2.40236598747155e-193	5.11978273939006e-192	TRUE	TRUE	FALSE	FALSE	6205	211 _ 359	TRUE	TRUE
Asthma 1	Myotonic dystrophy 2	493	359	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Asthma	Myotonic dystrophy	0.221003888905193	9.82823319007259e-19	3.08679695143585e-18	TRUE	FALSE	FALSE	FALSE	6206	359 _ 493	TRUE	TRUE
Idiopathic pulmonary fibrosis 1	Myotonic dystrophy 2	516	359	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Idiopathic pulmonary fibrosis	Myotonic dystrophy	0.0370380341565552	0.00104701881819718	0.00166996993429404	TRUE	FALSE	FALSE	FALSE	6207	359 _ 516	TRUE	TRUE
Borrelia burgdorferi infection 1	Myotonic dystrophy 2	88	359	infectious and parasitic diseases	diseases of the nervous system and sense organs	#A1CE5E	#985396	Borrelia burgdorferi infection	Myotonic dystrophy	-0.19509857794646	4.83896936430584e-52	2.81960381407376e-51	FALSE	FALSE	TRUE	FALSE	6208	88 _ 359	FALSE	FALSE
Adenomatous polyps 2	Myotonic dystrophy 1	211	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Adenomatous polyps	Myotonic dystrophy	0.642178832905068	0	0	TRUE	FALSE	FALSE	FALSE	6209	211 _ 359	TRUE	TRUE
Cardiomyopathy 	Myotonic dystrophy 1	425	359	diseases of the circulatory system	diseases of the nervous system and sense organs	#DD3232	#985396	Cardiomyopathy	Myotonic dystrophy	-0.445278206427501	7.85695899890925e-08	1.63372756496563e-07	FALSE	FALSE	TRUE	FALSE	6210	359 _ 425	FALSE	FALSE
Smoker 1	Myotonic dystrophy 2	305	359	mental disorders	diseases of the nervous system and sense organs	#805462	#985396	Smoker	Myotonic dystrophy	0.302758878737563	1.27728108331567e-48	7.13216155225856e-48	TRUE	FALSE	TRUE	FALSE	6211	305 _ 359	TRUE	TRUE
Amyotrophic lateral sclerosis 2	Myotonic dystrophy 2	335	359	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Amyotrophic lateral sclerosis	Myotonic dystrophy	-0.398603265870632	0.00133269834087109	0.00210923527725171	FALSE	FALSE	TRUE	FALSE	6212	335 _ 359	FALSE	FALSE
Huntington's disease 	Myotonic dystrophy 1	333	359	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Huntington's disease	Myotonic dystrophy	-0.135981996134674	1.51840414130331e-13	4.01539334748265e-13	FALSE	FALSE	TRUE	FALSE	6213	333 _ 359	FALSE	FALSE
Idiopathic pulmonary fibrosis 2	Myotonic dystrophy 1	516	359	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Idiopathic pulmonary fibrosis	Myotonic dystrophy	0.075990395702373	8.32142642115177e-11	1.98150648860908e-10	TRUE	FALSE	FALSE	FALSE	6214	359 _ 516	TRUE	TRUE
Papillary thyroid cancer 	Myotonic dystrophy 1	193	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Papillary thyroid cancer	Myotonic dystrophy	0.1893188075696	1.1265254635932e-13	2.99321412004768e-13	FALSE	FALSE	FALSE	FALSE	6215	193 _ 359	TRUE	TRUE
Chronic obstructive pulmonary disease 2	Myotonic dystrophy 2	496	359	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Chronic obstructive pulmonary disease	Myotonic dystrophy	-0.432176145143556	0	0	FALSE	FALSE	TRUE	FALSE	6216	359 _ 496	FALSE	FALSE
Adenomatous polyps 1	Myotonic dystrophy 2	211	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Adenomatous polyps	Myotonic dystrophy	0.470200171422092	2.66182527744616e-78	2.16854257722102e-77	TRUE	FALSE	FALSE	FALSE	6217	211 _ 359	TRUE	TRUE
Ischemia 	Myotonic dystrophy 1	414	359	diseases of the circulatory system	diseases of the nervous system and sense organs	#DD3232	#985396	Ischemia	Myotonic dystrophy	1	0	0	TRUE	TRUE	TRUE	TRUE	6218	359 _ 414	TRUE	TRUE
Colorectal cancer 	Myotonic dystrophy 1	153	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Colorectal cancer	Myotonic dystrophy	0.0934672702250196	0.00687711222933575	0.0102297148219971	FALSE	FALSE	FALSE	FALSE	6219	153 _ 359	FALSE	TRUE
Cardiomyopathy 	Myotonic dystrophy 2	425	359	diseases of the circulatory system	diseases of the nervous system and sense organs	#DD3232	#985396	Cardiomyopathy	Myotonic dystrophy	-0.286136554589722	0.000803462111225125	0.00129508587883684	FALSE	FALSE	TRUE	FALSE	6220	359 _ 425	FALSE	FALSE
Glioblastoma 	Myotonic dystrophy 2	191	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Glioblastoma	Myotonic dystrophy	0.156401748206371	9.11904960619337e-49	5.10120131921389e-48	TRUE	TRUE	TRUE	FALSE	6221	191 _ 359	TRUE	TRUE
Chronic obstructive pulmonary disease 	Myotonic dystrophy 2	496	359	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Chronic obstructive pulmonary disease	Myotonic dystrophy	-0.398449268658976	1.39234397665739e-299	4.08354597725373e-298	FALSE	FALSE	TRUE	FALSE	6222	359 _ 496	FALSE	FALSE
Colorectal cancer 2	Myotonic dystrophy 2	153	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Colorectal cancer	Myotonic dystrophy	0.137902942844664	2.41853895972151e-05	4.35867782089972e-05	FALSE	FALSE	FALSE	FALSE	6223	153 _ 359	FALSE	TRUE
Papillary thyroid cancer 3	Myotonic dystrophy 1	193	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Papillary thyroid cancer	Myotonic dystrophy	0.219486042031628	4.87756038036388e-25	1.80805864475842e-24	FALSE	FALSE	TRUE	FALSE	6224	193 _ 359	TRUE	TRUE
Coeliac disease 1	Myotonic dystrophy 2	579	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Coeliac disease	Myotonic dystrophy	0.272238665121928	0.0158974653580303	0.0227756429728096	TRUE	FALSE	TRUE	FALSE	6225	359 _ 579	TRUE	TRUE
Amyotrophic lateral sclerosis 1	Myotonic dystrophy 1	335	359	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Amyotrophic lateral sclerosis	Myotonic dystrophy	-0.279512857509312	8.67680916285242e-07	1.70818180067151e-06	FALSE	FALSE	FALSE	FALSE	6226	335 _ 359	FALSE	FALSE
Coeliac disease 1	Myotonic dystrophy 1	579	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Coeliac disease	Myotonic dystrophy	0.287787658694246	0.0111500994231574	0.0162559977150495	TRUE	FALSE	FALSE	FALSE	6227	359 _ 579	TRUE	TRUE
Multiple sclerosis 	Myotonic dystrophy 1	340	359	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Multiple sclerosis	Myotonic dystrophy	-0.126866151635363	0.0302077358860509	0.0417947759906071	FALSE	FALSE	TRUE	FALSE	6228	340 _ 359	FALSE	FALSE
Borrelia burgdorferi infection 	Myotonic dystrophy 	88	359	infectious and parasitic diseases	diseases of the nervous system and sense organs	#A1CE5E	#985396	Borrelia burgdorferi infection	Myotonic dystrophy	-0.209505870889754	1.84591439343209e-47	1.01735899321237e-46	FALSE	FALSE	TRUE	FALSE	6229	88 _ 359	FALSE	FALSE
Chronic obstructive pulmonary disease 1	Myotonic dystrophy 2	496	359	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Chronic obstructive pulmonary disease	Myotonic dystrophy	-0.29905001986453	2.70717139005664e-149	4.34771019331391e-148	FALSE	FALSE	TRUE	FALSE	6230	359 _ 496	FALSE	FALSE
Sessile serrated polyps 	Myotonic dystrophy 1	211	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Sessile serrated polyps	Myotonic dystrophy	0.141835669041173	8.21015437067642e-14	2.19139071588282e-13	TRUE	TRUE	FALSE	FALSE	6231	211 _ 359	TRUE	TRUE
Asthma 4	Myotonic dystrophy 1	493	359	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Asthma	Myotonic dystrophy	0.121043761565652	4.34202767817914e-05	7.69016490867156e-05	TRUE	FALSE	FALSE	FALSE	6232	359 _ 493	TRUE	TRUE
Adenomatous polyps 	Myotonic dystrophy 1	211	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Adenomatous polyps	Myotonic dystrophy	0.675636826655554	1.09940823027514e-108	1.25859763759565e-107	TRUE	TRUE	TRUE	TRUE	6233	211 _ 359	TRUE	TRUE
Friedreich's ataxia 	Myotonic dystrophy 2	334	359	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Friedreich's ataxia	Myotonic dystrophy	-0.17711476602643	2.59739354185011e-20	8.49116073474249e-20	FALSE	FALSE	TRUE	FALSE	6234	334 _ 359	FALSE	FALSE
Crohn's disease 	Myotonic dystrophy 2	555	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Crohn's disease	Myotonic dystrophy	-0.106496370920777	4.04766729456876e-23	1.4204890522649e-22	FALSE	FALSE	TRUE	FALSE	6235	359 _ 555	FALSE	FALSE
Huntington's disease 2	Myotonic dystrophy 2	333	359	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Huntington's disease	Myotonic dystrophy	-0.235398327298902	3.12798834438091e-43	1.62576204329469e-42	FALSE	FALSE	TRUE	FALSE	6236	333 _ 359	FALSE	FALSE
Idiopathic pulmonary fibrosis 	Myotonic dystrophy 1	516	359	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Idiopathic pulmonary fibrosis	Myotonic dystrophy	0.105838781166188	1.05396523827097e-17	3.2032429817473e-17	TRUE	TRUE	FALSE	FALSE	6237	359 _ 516	TRUE	TRUE
Chronic lymphocytic leukemia 1	Myotonic dystrophy 2	204	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Chronic lymphocytic leukemia	Myotonic dystrophy	0.0822302337489405	0.00403665555667161	0.00613946451995072	TRUE	FALSE	FALSE	FALSE	6238	204 _ 359	TRUE	TRUE
Ulcerative colitis 2	Myotonic dystrophy 2	556	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Ulcerative colitis	Myotonic dystrophy	-0.156493787733894	3.98084427892308e-51	2.29892357373533e-50	FALSE	FALSE	TRUE	FALSE	6239	359 _ 556	FALSE	FALSE
Colorectal cancer 4	Myotonic dystrophy 2	153	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Colorectal cancer	Myotonic dystrophy	0.0661999612473266	0.0313913015296939	0.0433301268761508	FALSE	FALSE	FALSE	FALSE	6240	153 _ 359	FALSE	TRUE
Chronic obstructive pulmonary disease 1	Myotonic dystrophy 1	496	359	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Chronic obstructive pulmonary disease	Myotonic dystrophy	-0.344344324874724	2.17981977576744e-200	4.78627807449258e-199	FALSE	FALSE	TRUE	FALSE	6241	359 _ 496	FALSE	FALSE
Liver cancer 	Myotonic dystrophy 1	155	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Liver cancer	Myotonic dystrophy	0.0425958727029934	0.000425791888270271	0.000703353155385973	FALSE	FALSE	FALSE	FALSE	6242	155 _ 359	TRUE	TRUE
Huntington's disease 	Myotonic dystrophy 	333	359	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Huntington's disease	Myotonic dystrophy	-0.130233655035389	1.54284762788244e-12	3.92823420426952e-12	FALSE	FALSE	TRUE	FALSE	6243	333 _ 359	FALSE	FALSE
Breast cancer 	Myotonic dystrophy 1	174	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Breast cancer	Myotonic dystrophy	0.199812487753976	3.25167354782233e-77	2.62134258914107e-76	FALSE	FALSE	FALSE	FALSE	6244	174 _ 359	FALSE	FALSE
Smoker 1	Myotonic dystrophy 1	305	359	mental disorders	diseases of the nervous system and sense organs	#805462	#985396	Smoker	Myotonic dystrophy	0.317212768271052	1.99463638006817e-53	1.18409305685204e-52	TRUE	FALSE	FALSE	FALSE	6245	305 _ 359	TRUE	TRUE
Chronic lymphocytic leukemia 	Myotonic dystrophy 2	204	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Chronic lymphocytic leukemia	Myotonic dystrophy	0.0895263713263797	0.00406965289528961	0.00618735921552424	TRUE	TRUE	FALSE	FALSE	6246	204 _ 359	TRUE	TRUE
Colorectal cancer 3	Myotonic dystrophy 1	153	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Colorectal cancer	Myotonic dystrophy	0.0760465787784269	0.0238324195007083	0.0334093255274524	FALSE	FALSE	FALSE	FALSE	6247	153 _ 359	FALSE	TRUE
Crohn's disease 1	Myotonic dystrophy 2	555	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Crohn's disease	Myotonic dystrophy	-0.211253160804049	2.74775231538753e-101	2.95863750183073e-100	FALSE	FALSE	TRUE	FALSE	6248	359 _ 555	FALSE	FALSE
Chronic lymphocytic leukemia 2	Myotonic dystrophy 1	204	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Chronic lymphocytic leukemia	Myotonic dystrophy	0.0982544389789997	0.000473253662466231	0.000778933540120127	TRUE	FALSE	FALSE	FALSE	6249	204 _ 359	TRUE	TRUE
Adenomatous polyps 	Myotonic dystrophy 	211	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Adenomatous polyps	Myotonic dystrophy	0.650488754212217	2.93163973426908e-98	3.03206870249593e-97	TRUE	TRUE	FALSE	FALSE	6250	211 _ 359	TRUE	TRUE
Huntington's disease 	Myotonic dystrophy 2	333	359	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Huntington's disease	Myotonic dystrophy	-0.118748485156713	1.16772879826148e-10	2.76404368504706e-10	FALSE	FALSE	TRUE	FALSE	6251	333 _ 359	FALSE	FALSE
Asthma 5	Myotonic dystrophy 2	493	359	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Asthma	Myotonic dystrophy	0.339676021224111	3.94558642178593e-79	3.24660878714489e-78	TRUE	FALSE	TRUE	FALSE	6252	359 _ 493	TRUE	TRUE
Asthma 	Myotonic dystrophy 1	493	359	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Asthma	Myotonic dystrophy	0.161961864138296	1.02739152873731e-08	2.23435890730688e-08	TRUE	TRUE	FALSE	FALSE	6253	359 _ 493	TRUE	TRUE
Smoker 	Myotonic dystrophy 2	305	359	mental disorders	diseases of the nervous system and sense organs	#805462	#985396	Smoker	Myotonic dystrophy	0.184954733621705	3.30184889836033e-06	6.29795211056094e-06	TRUE	TRUE	FALSE	FALSE	6254	305 _ 359	TRUE	TRUE
Chronic obstructive pulmonary disease 	Myotonic dystrophy 1	496	359	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Chronic obstructive pulmonary disease	Myotonic dystrophy	-0.454362853092074	0	0	FALSE	FALSE	TRUE	FALSE	6255	359 _ 496	FALSE	FALSE
Borrelia burgdorferi infection 2	Myotonic dystrophy 1	88	359	infectious and parasitic diseases	diseases of the nervous system and sense organs	#A1CE5E	#985396	Borrelia burgdorferi infection	Myotonic dystrophy	-0.234647317077497	3.96097808798669e-78	3.21842533560819e-77	FALSE	FALSE	TRUE	TRUE	6256	88 _ 359	FALSE	FALSE
Bipolar disorder 	Parkinson's disease 2	296	332	mental disorders	diseases of the nervous system and sense organs	#805462	#985396	Bipolar disorder	Parkinson's disease	0.414596447247437	9.68972396171084e-197	2.0830369940725e-195	TRUE	TRUE	TRUE	FALSE	6257	296 _ 332	TRUE	TRUE
Crohn's disease 	Parkinson's disease 5	555	332	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Crohn's disease	Parkinson's disease	-0.056935841008096	4.60124197591425e-09	1.01682990059763e-08	FALSE	FALSE	TRUE	FALSE	6258	332 _ 555	FALSE	FALSE
Borrelia burgdorferi infection 1	Parkinson's disease 4	88	332	infectious and parasitic diseases	diseases of the nervous system and sense organs	#A1CE5E	#985396	Borrelia burgdorferi infection	Parkinson's disease	-0.16574901791724	3.67579998002801e-56	2.25716589344738e-55	FALSE	FALSE	TRUE	FALSE	6259	88 _ 332	FALSE	FALSE
Chronic lymphocytic leukemia 	Parkinson's disease 3	204	332	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Chronic lymphocytic leukemia	Parkinson's disease	0.072127173068016	2.21789288624018e-07	4.50305003670785e-07	FALSE	FALSE	FALSE	FALSE	6260	204 _ 332	TRUE	TRUE
Coeliac disease 	Parkinson's disease 2	579	332	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Coeliac disease	Parkinson's disease	0.142359615783048	6.25903054965391e-23	2.18471913603392e-22	FALSE	FALSE	FALSE	FALSE	6261	332 _ 579	TRUE	TRUE
Systemic lupus erythematosus 	Parkinson's disease 10	710	332	diseases of the musculoskeletal system and connective tissue	diseases of the nervous system and sense organs	#969A52	#985396	Systemic lupus erythematosus	Parkinson's disease	0.065704210306485	1.31037493616511e-06	2.55520001008103e-06	FALSE	FALSE	FALSE	FALSE	6262	332 _ 710	FALSE	TRUE
Kaposi's sarcoma 1	Parkinson's disease 4	176	332	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Kaposi's sarcoma	Parkinson's disease	-0.0540653436067164	1.11794043468823e-05	2.06180420339715e-05	FALSE	FALSE	TRUE	FALSE	6263	176 _ 332	FALSE	FALSE
Huntington's disease 	Parkinson's disease 5	333	332	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Huntington's disease	Parkinson's disease	0.482614508926946	0	0	TRUE	TRUE	FALSE	FALSE	6264	332 _ 333	TRUE	TRUE
Glioblastoma 	Parkinson's disease 7	191	332	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Glioblastoma	Parkinson's disease	0.461221911040028	0	0	FALSE	FALSE	FALSE	FALSE	6265	191 _ 332	FALSE	TRUE
Facioscapulohumeral muscular dystrophy 2	Parkinson's disease 3	359	332	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Facioscapulohumeral muscular dystrophy	Parkinson's disease	0.080800667741415	6.51492559843925e-08	1.35880212532297e-07	TRUE	FALSE	FALSE	FALSE	6266	332 _ 359	TRUE	TRUE
