Dis1	Dis2	Dis1_icd9	Dis2_icd9	Dis1_discat	Dis2_discat	Dis1_catcolor	Dis2_catcolor	Distance	pvalue	adj_pvalue	in_epidem	is_metric	is_ultrametric	id	icd_pairs	in_phi	in_epidem_total
Keratoconus	Idiopathic pulmonary fibrosis	371	516	diseases of the nervous system and sense organs	diseases of the respiratory system	#985396	#00619C	0.0360199828004764	0.00362991579257071	0.00547298835506358	FALSE	TRUE	FALSE	337	371 _ 516	FALSE	FALSE
Facioscapulohumeral muscular dystrophy	Idiopathic pulmonary fibrosis	359	516	diseases of the nervous system and sense organs	diseases of the respiratory system	#985396	#00619C	0.194999718251913	6.95910525823693e-57	5.34752298790838e-56	TRUE	TRUE	FALSE	338	359 _ 516	TRUE	TRUE
Prostate cancer	Idiopathic pulmonary fibrosis	185	516	neoplasms	diseases of the respiratory system	#FFB6AD	#00619C	0.236515439240595	1.43476053945124e-83	1.57106279069911e-82	FALSE	TRUE	FALSE	339	185 _ 516	FALSE	TRUE
Eosinophilic esophagitis	Idiopathic pulmonary fibrosis	530	516	diseases of the digestive system	diseases of the respiratory system	#FBAF5F	#00619C	-0.0462931692678076	7.1110089706783e-06	1.3367476090803e-05	FALSE	TRUE	FALSE	340	516 _ 530	FALSE	FALSE
Bipolar disorder	Idiopathic pulmonary fibrosis	296	516	mental disorders	diseases of the respiratory system	#805462	#00619C	-0.0451006468348969	0.000269902259657657	0.00044610260275492	FALSE	TRUE	FALSE	341	296 _ 516	FALSE	FALSE
Colorectal cancer	Idiopathic pulmonary fibrosis	153	516	neoplasms	diseases of the respiratory system	#FFB6AD	#00619C	0.0352850271305911	0.00320812048655332	0.00487901657329985	FALSE	TRUE	FALSE	342	153 _ 516	FALSE	TRUE
Smoker	Idiopathic pulmonary fibrosis	305	516	mental disorders	diseases of the respiratory system	#805462	#00619C	-0.0513844893400261	1.95968567350454e-05	3.55421252585916e-05	FALSE	TRUE	FALSE	343	305 _ 516	FALSE	FALSE
Human immunodeficiency virus infection	Idiopathic pulmonary fibrosis	42	516	infectious and parasitic diseases	diseases of the respiratory system	#A1CE5E	#00619C	-0.094332004603385	2.31213151373103e-14	6.84265947982562e-14	FALSE	TRUE	FALSE	344	42 _ 516	FALSE	FALSE
Lymphocytic colitis	Idiopathic pulmonary fibrosis	558	516	diseases of the digestive system	diseases of the respiratory system	#FBAF5F	#00619C	0.139375468603991	1.22152313943629e-29	5.69177803269251e-29	TRUE	TRUE	FALSE	345	516 _ 558	TRUE	TRUE
Chronic obstructive pulmonary disease	Idiopathic pulmonary fibrosis	496	516	diseases of the respiratory system	diseases of the respiratory system	#00619C	#00619C	0.193478352509036	9.37128052619643e-94	1.15623123111945e-92	TRUE	TRUE	FALSE	346	496 _ 516	TRUE	TRUE
Multiple sclerosis	Idiopathic pulmonary fibrosis	340	516	diseases of the nervous system and sense organs	diseases of the respiratory system	#985396	#00619C	0.135741228869019	7.4611018700979e-29	3.35175653241321e-28	FALSE	TRUE	FALSE	347	340 _ 516	FALSE	FALSE
Alagille syndrome	Idiopathic pulmonary fibrosis	759	516	congenital anomalies	diseases of the respiratory system	#AEC6CC	#00619C	-0.199855947285925	1.0193313941317e-59	8.19205780971899e-59	FALSE	TRUE	TRUE	348	516 _ 759	FALSE	FALSE
Ulcer	Idiopathic pulmonary fibrosis	569	516	diseases of the digestive system	diseases of the respiratory system	#FBAF5F	#00619C	0.11034611900861	1.76228235353965e-26	7.28188368726763e-26	TRUE	TRUE	FALSE	349	516 _ 569	TRUE	TRUE
Chronic lymphocytic leukemia	Idiopathic pulmonary fibrosis	204	516	neoplasms	diseases of the respiratory system	#FFB6AD	#00619C	-0.146660292693343	3.5850184001411e-35	1.90331885971128e-34	FALSE	TRUE	FALSE	350	204 _ 516	FALSE	FALSE
Adenomatous polyps	Idiopathic pulmonary fibrosis	211	516	neoplasms	diseases of the respiratory system	#FFB6AD	#00619C	0.118994954937482	1.45562415363055e-23	5.64215379902816e-23	TRUE	TRUE	FALSE	351	211 _ 516	TRUE	TRUE
Autism	Idiopathic pulmonary fibrosis	299	516	mental disorders	diseases of the respiratory system	#805462	#00619C	0.0626706195105677	4.07098929339308e-07	8.27421489794046e-07	FALSE	TRUE	FALSE	352	299 _ 516	FALSE	FALSE
Ischemia	Idiopathic pulmonary fibrosis	414	516	diseases of the circulatory system	diseases of the respiratory system	#DD3232	#00619C	0.07490453512969	1.3987023695667e-09	3.34771386814324e-09	TRUE	TRUE	FALSE	353	414 _ 516	TRUE	TRUE
Down syndrome	Idiopathic pulmonary fibrosis	758	516	congenital anomalies	diseases of the respiratory system	#AEC6CC	#00619C	-0.0505427363826483	4.339634176389e-05	7.60303907703352e-05	FALSE	TRUE	FALSE	354	516 _ 758	FALSE	FALSE
Post-traumatic stress disorder	Idiopathic pulmonary fibrosis	309	516	mental disorders	diseases of the respiratory system	#805462	#00619C	-0.0382988238761735	0.00198276968751532	0.00311273520835738	FALSE	TRUE	FALSE	355	309 _ 516	FALSE	FALSE
Breast cancer	Idiopathic pulmonary fibrosis	174	516	neoplasms	diseases of the respiratory system	#FFB6AD	#00619C	0.0579606671101149	6.35596933815599e-10	1.54233494189048e-09	FALSE	TRUE	FALSE	356	174 _ 516	FALSE	FALSE
Cardiomyopathy	Idiopathic pulmonary fibrosis	425	516	diseases of the circulatory system	diseases of the respiratory system	#DD3232	#00619C	-0.154482974610115	1.99234347868347e-36	1.09766848259542e-35	FALSE	TRUE	FALSE	357	425 _ 516	FALSE	FALSE
Hyperplastic polyps	Idiopathic pulmonary fibrosis	211	516	neoplasms	diseases of the respiratory system	#FFB6AD	#00619C	0.100422957291176	1.33339685219283e-21	4.887262102598e-21	TRUE	TRUE	FALSE	358	211 _ 516	TRUE	TRUE
Papillary thyroid cancer	Idiopathic pulmonary fibrosis	193	516	neoplasms	diseases of the respiratory system	#FFB6AD	#00619C	0.0743818057463297	1.64603828350132e-10	4.1197986752776e-10	FALSE	TRUE	FALSE	359	193 _ 516	FALSE	TRUE
Adenomatous polyps	Ischemia	211	414	neoplasms	diseases of the circulatory system	#FFB6AD	#DD3232	0.139006557292751	7.20621672399496e-05	0.000124755846842284	TRUE	FALSE	FALSE	360	211 _ 414	TRUE	TRUE
Cardiomyopathy	Ischemia	425	414	diseases of the circulatory system	diseases of the circulatory system	#DD3232	#DD3232	0.235421313180664	0.00579769980980535	0.00855014315385435	TRUE	TRUE	FALSE	361	414 _ 425	TRUE	TRUE
Crohn's disease	Ischemia	555	414	diseases of the digestive system	diseases of the circulatory system	#FBAF5F	#DD3232	0.102519252932652	1.54145794461502e-21	5.62632149784482e-21	FALSE	TRUE	FALSE	362	414 _ 555	FALSE	FALSE
Parkinson's disease	Ischemia	332	414	diseases of the nervous system and sense organs	diseases of the circulatory system	#985396	#DD3232	0.146547615429826	4.85189080235694e-23	1.85600713662213e-22	TRUE	FALSE	FALSE	363	332 _ 414	TRUE	TRUE
Papillary thyroid cancer	Ischemia	193	414	neoplasms	diseases of the circulatory system	#FFB6AD	#DD3232	0.0940583362434228	0.000246238252063805	0.000407759373927964	FALSE	FALSE	FALSE	364	193 _ 414	FALSE	FALSE
Hyperplastic polyps	Ischemia	211	414	neoplasms	diseases of the circulatory system	#FFB6AD	#DD3232	0.166604810779765	4.65778685148018e-28	2.04011064094832e-27	TRUE	FALSE	FALSE	365	211 _ 414	TRUE	TRUE
Lymphocytic colitis	Ischemia	558	414	diseases of the digestive system	diseases of the circulatory system	#FBAF5F	#DD3232	-1	0	0	FALSE	TRUE	TRUE	366	414 _ 558	FALSE	FALSE
Ulcer	Ischemia	569	414	diseases of the digestive system	diseases of the circulatory system	#FBAF5F	#DD3232	0.125650576403778	2.45679175525827e-18	8.27749837540863e-18	TRUE	TRUE	FALSE	367	414 _ 569	TRUE	TRUE
Schizophrenia	Ischemia	295	414	mental disorders	diseases of the circulatory system	#805462	#DD3232	0.20876242340044	7.9346276909717e-05	0.000137095342352884	FALSE	TRUE	FALSE	368	295 _ 414	FALSE	FALSE
Chronic lymphocytic leukemia	Ischemia	204	414	neoplasms	diseases of the circulatory system	#FFB6AD	#DD3232	-0.128014138244093	3.78196848710056e-05	6.65261926646604e-05	FALSE	TRUE	FALSE	369	204 _ 414	FALSE	FALSE
Breast cancer	Ischemia	174	414	neoplasms	diseases of the circulatory system	#FFB6AD	#DD3232	-0.126544259106698	1.15898103985887e-31	5.73597395997948e-31	FALSE	TRUE	FALSE	370	174 _ 414	FALSE	FALSE
Eosinophilic esophagitis	Ischemia	530	414	diseases of the digestive system	diseases of the circulatory system	#FBAF5F	#DD3232	-0.0771733054946019	4.15931045874313e-08	9.13171920265408e-08	FALSE	TRUE	FALSE	371	414 _ 530	FALSE	FALSE
Muscular dystrophy	Ischemia	359	414	diseases of the nervous system and sense organs	diseases of the circulatory system	#985396	#DD3232	1	0	0	TRUE	TRUE	TRUE	372	359 _ 414	TRUE	TRUE
Chronic obstructive pulmonary disease	Ischemia	496	414	diseases of the respiratory system	diseases of the circulatory system	#00619C	#DD3232	0.0738235878626796	4.76050993794725e-11	1.21226939117494e-10	TRUE	TRUE	FALSE	373	414 _ 496	TRUE	TRUE
Colorectal cancer	Ischemia	153	414	neoplasms	diseases of the circulatory system	#FFB6AD	#DD3232	0.13776282768858	6.36821818337557e-05	0.000110905748084235	FALSE	TRUE	FALSE	374	153 _ 414	FALSE	FALSE
Human immunodeficiency virus infection	Ischemia	42	414	infectious and parasitic diseases	diseases of the circulatory system	#A1CE5E	#DD3232	-1	0	0	FALSE	TRUE	TRUE	375	42 _ 414	FALSE	FALSE
Familial dysautonomia	Kaposi's sarcoma	742	176	congenital anomalies	neoplasms	#AEC6CC	#FFB6AD	0.0770991534288016	0.00010138517429639	0.000174486075999288	FALSE	TRUE	FALSE	376	176 _ 742	FALSE	FALSE
Systemic lupus erythematosus	Kaposi's sarcoma	710	176	diseases of the musculoskeletal system and connective tissue	neoplasms	#969A52	#FFB6AD	0.0609097618940783	0.0156559788735202	0.0221203830535543	TRUE	TRUE	FALSE	377	176 _ 710	TRUE	TRUE
Amyotrophic lateral sclerosis	Kaposi's sarcoma	335	176	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	0.155915694119785	4.94373635793379e-10	1.21308488782913e-09	FALSE	TRUE	FALSE	378	176 _ 335	FALSE	FALSE
Eosinophilic esophagitis	Kaposi's sarcoma	530	176	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	0.233433383783319	4.75169275067344e-75	4.9553367257023e-74	TRUE	TRUE	FALSE	379	176 _ 530	TRUE	TRUE
Liver cancer	Kaposi's sarcoma	155	176	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.158248654120757	3.60267480410098e-44	2.32054641793563e-43	FALSE	TRUE	FALSE	380	155 _ 176	TRUE	TRUE
Ischemia	Kaposi's sarcoma	414	176	diseases of the circulatory system	neoplasms	#DD3232	#FFB6AD	0.144002220427634	9.24847793801494e-09	2.09345392085299e-08	TRUE	TRUE	FALSE	381	176 _ 414	TRUE	TRUE
Huntington's disease	Kaposi's sarcoma	333	176	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	0.0688314243962366	8.03601581934124e-06	1.50417732003054e-05	FALSE	TRUE	FALSE	382	176 _ 333	TRUE	TRUE
Adenomatous polyps	Kaposi's sarcoma	211	176	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.0609827910661187	0.00347855871937924	0.00525382316926933	TRUE	TRUE	FALSE	383	176 _ 211	TRUE	TRUE
Keratoconus	Kaposi's sarcoma	371	176	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	0.0899048344405161	0.000355274875450304	0.000581721104475638	FALSE	TRUE	FALSE	384	176 _ 371	FALSE	FALSE
Crohn's disease	Kaposi's sarcoma	555	176	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	0.252570919139751	1.83384886506655e-132	3.41798213999638e-131	FALSE	TRUE	FALSE	385	176 _ 555	TRUE	TRUE
Lymphocytic colitis	Kaposi's sarcoma	558	176	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	0.220279387199999	9.47274240853504e-19	3.26697730310106e-18	TRUE	TRUE	FALSE	386	176 _ 558	TRUE	TRUE
Prostate cancer	Kaposi's sarcoma	185	176	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.0969274104843994	0.000117404938913588	0.000200480948320279	FALSE	TRUE	FALSE	387	176 _ 185	TRUE	TRUE
Breast cancer	Kaposi's sarcoma	174	176	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.178344481596695	2.56853379825289e-66	2.39365490135056e-65	FALSE	TRUE	FALSE	388	174 _ 176	FALSE	TRUE
Lung cancer	Kaposi's sarcoma	162	176	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.0294805119828666	0.00817596472996256	0.0118578561315351	TRUE	TRUE	FALSE	389	162 _ 176	TRUE	TRUE
Asthma	Kaposi's sarcoma	493	176	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	0.0572154756240843	0.00309052587511368	0.0047165516839714	TRUE	TRUE	FALSE	390	176 _ 493	TRUE	TRUE
Chronic obstructive pulmonary disease	Kaposi's sarcoma	496	176	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	-0.0292504944455788	0.00624548406599752	0.00917960409700306	FALSE	TRUE	FALSE	391	176 _ 496	FALSE	FALSE
Chronic lymphocytic leukemia	Kaposi's sarcoma	204	176	neoplasms	neoplasms	#FFB6AD	#FFB6AD	-0.115523832466804	8.00746121607509e-09	1.8219574091641e-08	FALSE	TRUE	TRUE	392	176 _ 204	FALSE	FALSE
Papillary thyroid cancer	Kaposi's sarcoma	193	176	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.218852049316598	7.34833571270591e-33	3.74252446763394e-32	FALSE	TRUE	FALSE	393	176 _ 193	TRUE	TRUE
Ulcer	Kaposi's sarcoma	569	176	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	0.293698562220214	8.33651573369903e-114	1.35236810791118e-112	FALSE	TRUE	FALSE	394	176 _ 569	TRUE	TRUE
Borrelia burgdorferi infection	Kaposi's sarcoma	88	176	infectious and parasitic diseases	neoplasms	#A1CE5E	#FFB6AD	0.0501984276312441	0.000147574717057012	0.000248606638734505	FALSE	TRUE	FALSE	395	88 _ 176	FALSE	FALSE
Schizophrenia	Kaposi's sarcoma	295	176	mental disorders	neoplasms	#805462	#FFB6AD	0.0696542575109147	0.00249281854322524	0.00385814318704119	FALSE	TRUE	FALSE	396	176 _ 295	TRUE	TRUE
Human immunodeficiency virus infection	Kaposi's sarcoma	42	176	infectious and parasitic diseases	neoplasms	#A1CE5E	#FFB6AD	0.0786185956425497	0.00179967399816416	0.00283545759422986	TRUE	TRUE	FALSE	397	42 _ 176	TRUE	TRUE
Autism	Kaposi's sarcoma	299	176	mental disorders	neoplasms	#805462	#FFB6AD	0.114139394185571	5.44704205591199e-06	1.0395661962917e-05	FALSE	TRUE	FALSE	398	176 _ 299	FALSE	FALSE
Colorectal cancer	Kaposi's sarcoma	153	176	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.103369719340856	7.81766060388878e-07	1.55997054419284e-06	FALSE	TRUE	FALSE	399	153 _ 176	TRUE	TRUE
Rheumatoid arthritis	Kaposi's sarcoma	714	176	diseases of the musculoskeletal system and connective tissue	neoplasms	#969A52	#FFB6AD	0.0572533275871071	0.0231162210184503	0.0318393232895636	TRUE	TRUE	FALSE	400	176 _ 714	TRUE	TRUE
Idiopathic pulmonary fibrosis	Kaposi's sarcoma	516	176	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	0.0807777570204787	4.3738245728259e-12	1.16458064613845e-11	FALSE	TRUE	FALSE	401	176 _ 516	FALSE	FALSE
Glioblastoma	Kaposi's sarcoma	191	176	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.206218148699826	1.58387116429664e-90	1.90064539715597e-89	FALSE	TRUE	FALSE	402	176 _ 191	TRUE	TRUE
Friedreich's ataxia	Kaposi's sarcoma	334	176	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	0.0369789162381981	0.0192088817394625	0.026837289320206	FALSE	TRUE	FALSE	403	176 _ 334	TRUE	TRUE
Crohn's disease	Keratoconus	555	371	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	0.116067311270541	3.49537461721816e-27	1.47209046378996e-26	FALSE	TRUE	FALSE	404	371 _ 555	FALSE	TRUE
Hyperplastic polyps	Keratoconus	211	371	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	-0.281346234704867	8.02539089401146e-79	8.57346636970004e-78	FALSE	TRUE	FALSE	405	211 _ 371	FALSE	FALSE
Chronic obstructive pulmonary disease	Keratoconus	496	371	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	0.271642364828117	5.6865001339848e-134	1.08290741681971e-132	FALSE	TRUE	TRUE	406	371 _ 496	FALSE	FALSE
Ulcer	Keratoconus	569	371	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	-0.0549732302793154	0.000140002926441081	0.000236305517461247	FALSE	TRUE	FALSE	407	371 _ 569	FALSE	FALSE
Chronic lymphocytic leukemia	Keratoconus	204	371	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	-0.164686571688595	1.1111693798621e-07	2.35686289772203e-07	FALSE	TRUE	FALSE	408	204 _ 371	FALSE	FALSE
Parkinson's disease	Keratoconus	332	371	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	-0.300119413502801	2.30794122455701e-94	2.88822358958849e-93	FALSE	TRUE	FALSE	409	332 _ 371	FALSE	FALSE
Colorectal cancer	Keratoconus	153	371	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	-0.0913839186267675	0.00823602095255227	0.0119252138089848	FALSE	TRUE	FALSE	410	153 _ 371	FALSE	FALSE
Adenomatous polyps	Keratoconus	211	371	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	-0.386373517003884	3.95444532720323e-30	1.86241618636023e-29	FALSE	TRUE	TRUE	411	211 _ 371	FALSE	FALSE
Papillary thyroid cancer	Keratoconus	193	371	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	-0.148689191327727	6.20420054601645e-09	1.42274337128545e-08	FALSE	TRUE	FALSE	412	193 _ 371	FALSE	FALSE
Crohn's disease	Liver cancer	555	155	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	-0.0353086019508515	0.000159803552330596	0.000267663311360615	FALSE	TRUE	FALSE	413	155 _ 555	FALSE	FALSE
Sessile serrated polyps	Liver cancer	211	155	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.0788008915589599	6.96608462877957e-13	1.90696566712841e-12	TRUE	TRUE	FALSE	414	155 _ 211	TRUE	TRUE
Breast cancer	Liver cancer	174	155	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.214382119659886	8.26784521348093e-116	1.39281392442486e-114	FALSE	TRUE	FALSE	415	155 _ 174	FALSE	FALSE
Colorectal cancer	Liver cancer	153	155	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.132262262584465	1.47075543617126e-29	6.81683472003187e-29	TRUE	TRUE	FALSE	416	153 _ 155	TRUE	TRUE
Alagille syndrome	Liver cancer	759	155	congenital anomalies	neoplasms	#AEC6CC	#FFB6AD	0.299486063747712	9.38860575969676e-142	1.9581949155939e-140	TRUE	TRUE	TRUE	417	155 _ 759	TRUE	TRUE
Autism	Liver cancer	299	155	mental disorders	neoplasms	#805462	#FFB6AD	0.0904958092586253	6.35234296653738e-14	1.85488414622891e-13	FALSE	TRUE	FALSE	418	155 _ 299	FALSE	FALSE
Bipolar disorder	Liver cancer	296	155	mental disorders	neoplasms	#805462	#FFB6AD	-0.133980017705088	9.15757136492448e-29	4.09287373248666e-28	FALSE	TRUE	TRUE	419	155 _ 296	FALSE	FALSE
Chronic obstructive pulmonary disease	Liver cancer	496	155	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	-0.035107736610446	0.00024261525178603	0.000402520758645004	FALSE	TRUE	FALSE	420	155 _ 496	FALSE	FALSE
Idiopathic pulmonary fibrosis	Liver cancer	516	155	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	0.144342992130664	1.0412493708212e-49	7.60112040699474e-49	FALSE	TRUE	FALSE	421	155 _ 516	FALSE	TRUE
Papillary thyroid cancer	Liver cancer	193	155	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.16557073158707	2.37880230510586e-48	1.68050872521995e-47	FALSE	TRUE	FALSE	422	155 _ 193	TRUE	TRUE
Multiple sclerosis	Liver cancer	340	155	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	-0.0405394164662602	0.000668944662935448	0.00107918144517763	FALSE	TRUE	FALSE	423	155 _ 340	FALSE	FALSE
Lymphocytic colitis	Liver cancer	558	155	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	0.132214263373709	4.76282704526686e-28	2.07573954808645e-27	TRUE	TRUE	FALSE	424	155 _ 558	TRUE	TRUE
Muscular dystrophy	Liver cancer	359	155	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	-0.034163692480744	0.00471942466905205	0.00704295742775059	FALSE	TRUE	FALSE	425	155 _ 359	FALSE	FALSE
Hyperplastic polyps	Liver cancer	211	155	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.0848790549430507	6.33024016869655e-16	1.98755927877354e-15	TRUE	TRUE	FALSE	426	155 _ 211	TRUE	TRUE
Chronic lymphocytic leukemia	Liver cancer	204	155	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.0487424209754704	2.84308818536345e-05	5.0518159236884e-05	FALSE	TRUE	FALSE	427	155 _ 204	FALSE	FALSE
Human immunodeficiency virus infection	Liver cancer	42	155	infectious and parasitic diseases	neoplasms	#A1CE5E	#FFB6AD	-0.0418570774843586	0.000535397692303411	0.00087269613087963	FALSE	TRUE	FALSE	428	42 _ 155	FALSE	FALSE
Schizophrenia	Liver cancer	295	155	mental disorders	neoplasms	#805462	#FFB6AD	0.0876001108129301	1.63781032102274e-13	4.62813497166427e-13	FALSE	TRUE	FALSE	429	155 _ 295	FALSE	FALSE
Smoker	Liver cancer	305	155	mental disorders	neoplasms	#805462	#FFB6AD	0.0435751157699267	0.000228059888018785	0.000379090060539764	TRUE	TRUE	FALSE	430	155 _ 305	TRUE	TRUE
Ulcer	Liver cancer	569	155	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	0.0929128540703165	1.61549634661299e-19	5.68343293025292e-19	TRUE	TRUE	FALSE	431	155 _ 569	TRUE	TRUE
Prostate cancer	Liver cancer	185	155	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.1099465086012	7.62585231889511e-20	2.69364783522263e-19	FALSE	TRUE	FALSE	432	155 _ 185	FALSE	FALSE
Eosinophilic esophagitis	Liver cancer	530	155	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	0.0301720158692323	0.00343662185610958	0.00519944861131605	TRUE	TRUE	FALSE	433	155 _ 530	TRUE	TRUE
Keratoconus	Liver cancer	371	155	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	-0.0711618958398542	3.83034914364838e-09	8.92389853679782e-09	FALSE	TRUE	FALSE	434	155 _ 371	FALSE	FALSE
Down syndrome	Liver cancer	758	155	congenital anomalies	neoplasms	#AEC6CC	#FFB6AD	-0.0935498207953403	8.34720911911245e-15	2.50416273573374e-14	FALSE	TRUE	FALSE	435	155 _ 758	FALSE	FALSE
Post-traumatic stress disorder	Lung cancer	309	162	mental disorders	neoplasms	#805462	#FFB6AD	0.123915896334308	1.2490387596565e-26	5.21027596885281e-26	TRUE	TRUE	FALSE	436	162 _ 309	TRUE	TRUE
Bipolar disorder	Lung cancer	296	162	mental disorders	neoplasms	#805462	#FFB6AD	-0.0671150243145348	7.96390902923703e-09	1.8167667472947e-08	FALSE	TRUE	FALSE	437	162 _ 296	FALSE	FALSE
Hyperplastic polyps	Lung cancer	211	162	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.0603671273547886	4.52079579335796e-09	1.04767648544486e-08	FALSE	TRUE	FALSE	438	162 _ 211	FALSE	FALSE
Smoker	Lung cancer	305	162	mental disorders	neoplasms	#805462	#FFB6AD	-0.0636751218404498	2.04444512847993e-08	4.55708379783312e-08	FALSE	TRUE	FALSE	439	162 _ 305	FALSE	FALSE
Chronic obstructive pulmonary disease	Lung cancer	496	162	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	-0.117222655346469	5.31294628146834e-36	2.89077077178029e-35	FALSE	TRUE	FALSE	440	162 _ 496	FALSE	FALSE
Cardiomyopathy	Lung cancer	425	162	diseases of the circulatory system	neoplasms	#DD3232	#FFB6AD	-0.107736159277947	1.24552439239042e-20	4.47163675300822e-20	FALSE	TRUE	FALSE	441	162 _ 425	FALSE	FALSE
Asthma	Lung cancer	493	162	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	0.125124403465529	1.86777734977858e-29	8.61143662318968e-29	TRUE	TRUE	FALSE	442	162 _ 493	TRUE	TRUE
Autism	Lung cancer	299	162	mental disorders	neoplasms	#805462	#FFB6AD	0.129363255345355	6.58354743357097e-29	2.97277708856091e-28	FALSE	TRUE	FALSE	443	162 _ 299	FALSE	FALSE
Human immunodeficiency virus infection	Lung cancer	42	162	infectious and parasitic diseases	neoplasms	#A1CE5E	#FFB6AD	-0.0594853082903346	3.18546908163912e-07	6.51979185868193e-07	FALSE	TRUE	FALSE	444	42 _ 162	FALSE	FALSE
Familial pulmonary arterial hypertension	Lung cancer	416	162	diseases of the circulatory system	neoplasms	#DD3232	#FFB6AD	-0.0488806223448879	2.67434096434651e-05	4.79084393612995e-05	FALSE	TRUE	FALSE	445	162 _ 416	FALSE	FALSE
Borrelia burgdorferi infection	Lung cancer	88	162	infectious and parasitic diseases	neoplasms	#A1CE5E	#FFB6AD	-0.0627550641813083	5.88023901690145e-10	1.43085816077935e-09	FALSE	TRUE	FALSE	446	88 _ 162	FALSE	FALSE
Adenomatous polyps	Lung cancer	211	162	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.0837035297296172	1.45727844251018e-13	4.1313136428444e-13	FALSE	TRUE	FALSE	447	162 _ 211	FALSE	FALSE
Ischemia	Lung cancer	414	162	diseases of the circulatory system	neoplasms	#DD3232	#FFB6AD	-0.051902852815183	8.21303298306083e-06	1.53076955173644e-05	FALSE	FALSE	FALSE	448	162 _ 414	FALSE	FALSE
Chronic lymphocytic leukemia	Lung cancer	204	162	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.0501850354097506	8.61303071095511e-06	1.59514057141579e-05	TRUE	TRUE	FALSE	449	162 _ 204	TRUE	TRUE
Papillary thyroid cancer	Lung cancer	193	162	neoplasms	neoplasms	#FFB6AD	#FFB6AD	0.182280084160134	1.87730699671612e-61	1.55143483879559e-60	FALSE	TRUE	FALSE	450	162 _ 193	TRUE	TRUE
Schizophrenia	Lung cancer	295	162	mental disorders	neoplasms	#805462	#FFB6AD	0.157578729177275	3.01529743078085e-43	1.91405836910437e-42	FALSE	TRUE	FALSE	451	162 _ 295	FALSE	TRUE
Muscular dystrophy	Lung cancer	359	162	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	-0.0702136429658202	1.57763282675914e-09	3.74527467815991e-09	FALSE	TRUE	FALSE	452	162 _ 359	FALSE	FALSE
Idiopathic pulmonary fibrosis	Lung cancer	516	162	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	0.426751595264787	0	0	TRUE	TRUE	TRUE	453	162 _ 516	TRUE	TRUE
